id,question,answers,noise_rate,generation,correct,is_rejection,is_error_detected
0,When is the premiere of 'Carole King & James Taylor: Just Call Out My Name'?,"['January 2 2022', 'Jan 2, 2022', 'Jan. 2, 2022', 'January 2, 2022', '2 January 2022', '2 Jan, 2022', '2 Jan., 2022', '2 January, 2022']",0.2,"The premiere of 'Carole King & James Taylor: Just Call Out My Name' is on January 2, 2022, at 9:00pm ET/PT on CNN.",1,0,0
1,"The genre of the drama ""Good Sam"" is what?",['medical'],0.2,"The genre of the drama ""Good Sam"" is medical.",1,0,0
2,Who won the 2022 Citrus Bowl?,['Kentucky'],0.2,Kentucky won the 2022 Citrus Bowl.,1,0,0
3,What position did Jason Semore hold at Valdosta State before returning to Georgia Tech?,['defensive coordinator'],0.2,Jason Semore held the position of Defensive Coordinator at Valdosta State before returning to Georgia Tech.,1,0,0
4,How many vehicles did Tesla deliver in 2021?,"['936,172', '936172']",0.2,"Based on the information provided in Doc 2, Tesla delivered 936,172 vehicles in 2021.",1,0,0
5,Which company acquired ShowBiz Cinemas?,['EVO Entertainment Group'],0.2,The company that acquired ShowBiz Cinemas is Evo Entertainment Group.,1,0,0
6,Where is the Super Bowl held in 2022?,['SoFi Stadium'],0.2,"The Super Bowl held in 2022 was at SoFi Stadium in Inglewood, California.",1,0,0
7,When will Truth Social launch on iOS?,"['February 21', 'Feb 21', 'Feb. 21', '21 February', '21 Feb', '21 Feb.']",0.2,"Truth Social launched on iOS on February 21st, as reported in multiple documents.",1,0,0
8,What won best drama at 79th Golden Globes?,['The Power of the Dog'],0.2,"The document states that ""The Power of the Dog"" won Best Picture Drama at the 79th Golden Globes.",1,0,0
9,How much are GA Tech softball 2022 season tickets?,['$100 per seat'],0.2,The documents provided indicate that the cost for Georgia Tech softball 2022 season tickets is $100 per seat.,1,0,0
10,When does the 2022 Olympic Winter Games end?,"['February 20', 'Feb 20', 'Feb. 20', '20 February', '20 Feb', '20 Feb.']",0.2,"The 2022 Olympic Winter Games ended on February 20, 2022. (Reference: Doc 4)",1,0,0
